관광지번호,관광지명,전화번호,소분류,지역코드,주소
L3297,성읍고평오가옥,064-760-2655,고택,Q01,제주특별자치도 서귀포시 표선면 성읍정의현로 61 성읍리
L3298,성읍민속마을,064-787-1179,민속마을,Q01,제주특별자치도 서귀포시 표선면 성읍정의현로 104 표선면
L3299,이영숙가옥,NULL,고택,Q01,제주특별자치도 서귀포시 표선면 성읍서문로 4-7 성읍리
L3300,정의향교,064-787-2524,유적지,Q01,제주특별자치도 서귀포시 표선면 성읍서문로 14 성읍리
L3301,정의현성,NULL,성,Q01,제주특별자치도 서귀포시 표선면 성읍정의현로 104 표선면
L3302,제주허브동산,064-787-7362,관광농원,Q01,제주특별자치도 서귀포시 표선면 돈오름로 170
L3303,조랑말체험공원,064-787-0960,이색체험,Q01,제주특별자치도 서귀포시 표선면 녹산로 381-15 표선면
L3304,표선 해비치 해변,064-760-2772,해수욕장,Q01,제주 서귀포시 표선면 민속해안로
L3305,서귀포 예래생태마을,064-738-6613,농.산.어촌 체험,Q01,제주특별자치도 서귀포시 예래로 82 상예동
L3306,법화사,064-738-5225,사찰,Q01,제주특별자치도 서귀포시 하원북로35번길 15-28 하원동
L3307,오백나한,064-760-2911,산,Q01,제주특별자치도 서귀포시 영실로 245 하원동
L3308,한라산 영실,NULL,국립공원,Q01,제주특별자치도 서귀포시 영실로 246 하원동
L3309,쇠소깍,064-732-1562,계곡,Q01,제주특별자치도 서귀포시 쇠소깍로 140 하효동
L3310,각시바우오름,064-760-2911,산,Q01,제주특별자치도 서귀포시 호근동 호근동
L3311,서귀포 칠십리 해안경승지,064-760-2772,해안절경,Q01,제주특별자치도 서귀포시 남성로 호근동
L3312,서귀포해양도립공원,064-760-2651,도립공원,Q01,제주특별자치도 서귀포시 남성중로 서홍동
L3313,석부작박물관,064-739-5588,수목원,Q01,제주특별자치도 서귀포시 일주동로 8941 호근동
L3314,마린파크,064-7927-7767,이색체험,Q01,제주특별자치도 서귀포시 안덕면 화순중앙로 132
L3315,무악산 동봉수대 터,02-330-1121,유적지,A01,서울 서대문구 봉원동 산1
L3316,봉원사서울,02-3923-0078,사찰,A01,서울특별시 서대문구 봉원사길 120 봉원동
L3317,서울 연세대학교 스팀슨관,02-330-1121,유적지,A01,서울특별시 서대문구 연세로 50 신촌동
L3318,서울 연세대학교 아펜젤러관,02-330-1121,유적지,A01,서울특별시 서대문구 연세로 50 신촌동
L3319,서울 연세대학교 언더우드관,02-330-1121,유적지,A01,서울특별시 서대문구 연세로 50 신촌동
L3320,연세로,02-330-1003,이색거리,A01,서울특별시 서대문구 신촌동
L3321,해병대104고지전적비,02-2125-0848,기념탑/전망대,A01,서울특별시 서대문구 성산로13길 35-1 연희동 부근
L3322,신촌 플레이버스,02-330-1809,이색체험,A01,서울특별시 서대문구 연세로5길 11 창천동
L3323,3.1독립선언기념탑,02-2125-0848,기념탑/전망대,A01,서울특별시 서대문구 통일로 251 현저동
L3324,독립관,02-2125-0848,민속마을,A01,서울특별시 서대문구 통일로 251 현저동
L3325,독립문,02-364-4686,문,A01,서울특별시 서대문구 통일로 251 현저동
L3326,서대문독립공원,02-364-4686,테마공원,A01,서울특별시 서대문구 통일로 251 현저동 일대
L3327,송재서재필선생상,02-2125-0848,동상,A01,서울특별시 서대문구 통일로 251 현저동 독립공원 내
L3328,순국선열추념탑,02-2125-0848,기념탑/전망대,A01,서울특별시 서대문구 통일로 251 현저동 독립공원 내
L3329,옥천암서울,02-395-4031,사찰,A01,서울특별시 서대문구 홍지문길 1-38 홍은동
L3330,라끄리닉드 파리 스파,02-3216-1300,스파,A01,서울특별시 서대문구 연희로 353 홍은동 그랜드힐튼호텔 그랜드 스위트 A동 1층
L3331,백련사서울,02-302-0288,사찰,A01,서울특별시 서대문구 백련사길 170-72 홍은동
L3332,천장사서산,041-663-0445,사찰,L05,충청남도 서산시 고북면 천장사길 100 고북면
L3333,대산 현대오일뱅크,041-660-5246,화학-금속,L05,충청남도 서산시 대산읍 평신2로 182
L3334,대산공단,041-660-3211,공단,L05,충남 서산시 대산읍 독곶리~대죽리
L3335,망일사서산,041-663-8441,사찰,L05,충청남도 서산시 대산읍 망일산로 831-134 대산읍
L3336,삼길포항,041-660-3703,항구/포구,L05,충남 서산시 대산읍 화곡리
L3337,서산 회포마을,070-8802-6635,농.산.어촌 체험,L05,충남 서산시 대산읍 운산나루터길 37-16
L3338,웅도,041-660-3703,섬,L05,충남 서산시 대산읍 웅도리
L3339,참샘골 호박농원,041-6638-1803,관광농원,L05,충청남도 서산시 대산읍 운산나루터길 71
L3340,서산동문동 오층석탑 및 당간지주,041-660-3023,유적지,L05,충청남도 서산시 대사동1로 52-3
L3341,서산향교,041-660-3023,유적지,L05,충청남도 서산시 향교1로 26 동문동
L3342,서산향교은행나무,041-660-3244,희귀동.식물,L05,충청남도 서산시 향교1로 26 동문동
L3343,간월도 어리굴젓 기념탑,041-660-3430,기념탑/전망대,L05,충남 서산시 부석면 간월도리
L3344,간월도마을 [해양수산부 선정 아름다운 어촌],041-664-3604,어촌,L05,충남 서산시 부석면 간월도리
L3345,간월암서산,041-668-6624,사찰,L05,충청남도 서산시 부석면 간월도1길 119-29 부석면
L3346,부석사서산,041-662-3824,사찰,L05,충청남도 서산시 부석면 부석사길 243 부석면
L3347,서산A지구방조제,NULL,자연생태관광지,L05,충청남도 서산시 부석면
L3348,서산버드랜드,041-664-7455,자연생태관광지,L05,충청남도 서산시 부석면 천수만로 655-73 부석면
L3349,천수만철새도래지,NULL,자연생태관광지,L05,충남 서산시 부석면 | 고북면 일대부남호/간월호
L3350,충남 서산빛들마을,041-664-8606,농.산.어촌 체험,L05,충청남도 서산시 부석면 마룡심포길 77-7 부석면
L3351,서산관광농원,041-665-4330,관광농원,L05,충청남도 서산시 수석1길 32 수석동
L3352,가야산서산,NULL,산,L05,충남 서산시 운산면 용현리
L3353,강댕이 미륵불,041-660-3023,유적지,L05,충남 서산시 운산면 용현리
L3354,개심사서산,041-688-2256,사찰,L05,충청남도 서산시 운산면 개심사로 321-86 운산면
L3355,국립 용현자연휴양림,NULL,자연휴양림,L05,충청남도 서산시 운산면 마애삼존불길 339 운산면
L3356,문수사서산,041-663-3925,사찰,L05,충청남도 서산시 운산면 문수골길 201 운산면
L3357,서산 보원사지,041-660-3023,유적지,L05,충청남도 서산시 운산면 용현리 119-1
L3358,서산 용현리 마애여래삼존상,041-660-2538,유적지,L05,충청남도 서산시 운산면 마애삼존불길 65-13 운산면
L3359,서산 유기방가옥,041-663-4326,유적지,L05,충청남도 서산시 운산면 이문안길 72-10 운산면
L3360,서산여미리석불입상,041-660-2226,유적지,L05,충청남도 서산시 운산면 여미리 산 15-17
L3361,김공 휘 유경 효자문·김공 휘 홍익 충신문,041-660-2498,유적지,L05,충청남도 서산시 음암면 유계리 산 88-1
L3362,서산 김기현가옥,041-660-2499,고택,L05,충청남도 서산시 음암면 한다리길 45 음암면
L3363,정순왕후생가,041-660-2498,생가,L05,충청남도 서산시 음암면 한다리길 39 음암면
L3364,서광사서산,041-664-2002,사찰,L05,충청남도 서산시 부춘산1로 44 읍내동
L3365,서산객사,041-660-2256,유적지,L05,충청남도 서산시 동헌로 149 읍내동
L3366,서산관아문 및 외동헌,041-660-2226,유적지,L05,충청남도 서산시 관아문길 1 읍내동
L3367,성암서원,041-662-8462,유적지,L05,충청남도 서산시 성암1로 45 읍내동
L3368,송곡서원,041-662-6667,유적지,L05,충청남도 서산시 인지면 무학로 1353-9 인지면
L3369,죽사서산,041-662-2438,사찰,L05,충청남도 서산시 인지면 갓고개길 242-24 인지면
L3370,우도서산,041-688-3069,섬,L05,충청남도 서산시 지곡면 도성리
L3371,중리어촌체험마을,041-665-9498,농.산.어촌 체험,L05,충청남도 서산시 지곡면 어름들2길 66 지곡면
L3372,고파도,041-660-3443,섬,L05,충남 서산시 팔봉면 고파도리
L3373,서산 꽃송아리마을,041-662-5783,농.산.어촌 체험,L05,충남 서산시 팔봉면 한월당로 704
L3374,팔봉산서산,NULL,산,L05,충남 서산시 팔봉면 양길리
L3375,서산 해미읍성,041-660-2540,성,L05,충청남도 서산시 해미면 남문2로 143 해미면
L3376,서산해미읍성회화나무,NULL,희귀동.식물,L05,충청남도 서산시 해미면 동문1길 36-1 해미면
L3377,송덕암서산,041-688-2913,사찰,L05,충청남도 서산시 해미면 대곡리 602 해미면
L3378,일락사서산,041-688-0812,사찰,L05,충청남도 서산시 해미면 일락골길 501 해미면
L3379,해미순교성지여숫골,041-688-3183,종교성지,L05,충청남도 서산시 해미면 성지1로 13 해미면
L3380,해미향교,041-660-2498,유적지,L05,충청남도 서산시 해미면 해미향교길 2-13 해미면
L3382,문헌서원,041-953-5895,유적지,L11,충청남도 서천군 기산면 서원로172번길 66 기산면
L3383,서천식물예술원,NULL,수목원,L11,충청남도 서천군 기산면 화출길42번길 19
L3384,서천이색체험마을,041-951-1442,농.산.어촌 체험,L05,충남 서천군 기산면 화출길42번길 2-10
L3385,서천이하복가옥,041-950-4256,고택,L11,충청남도 서천군 기산면 신막로57번길 32-3 기산면
L3386,화산서원,NULL,유적지,L11,충청남도 서천군 기산면 화산리 152
L3387,국립생태원서천,041-950-5300,자연생태관광지,L11,충청남도 서천군 마서면 금강로 1210
L3388,금강하구둑 관광지,041-950-4579,관광단지,L05,충남 서천군 마서면 당선리
L3389,동백꽃마을,041-952-6737,농.산.어촌 체험,L11,충청남도 서천군 마서면 합전길 77 마서면
L3390,서천황새마을,041-953-0735,농.산.어촌 체험,L11,충청남도 서천군 마서면 계동길24번길 22-6
L3391,송석마을,NULL,농.산.어촌 체험,L05,충남 서천군 마서면 송석리
L3392,아리랜드,041-952-6321,농.산.어촌 체험,L11,충청남도 서천군 마서면 합전길68번길 21
L3393,조류생태전시관,041-956-4002,전시관,L11,충청남도 서천군 마서면 장산로 916
L3394,천방산,041-952-9525,산,L11,충청남도 서천군 문산면 신농길24번길 11
L3395,남당리 행복마을,NULL,농.산.어촌 체험,L11,충청남도 서천군 비인면 남당길63번길 23-6
L3396,비인 선도리 쌍도해안,041-950-4017,자연생태관광지,L05,충남 서천군 비인면 선도리
L3397,비인향교,041-950-4226,유적지,L11,충청남도 서천군 비인면 비인로136번길 68
L3398,서천 성북리 오층석탑,041-950-4225,유적지,L11,충청남도 서천군 비인면 성북리 182-1
L3399,선도리갯벌체험마을,041-952-5212,농.산.어촌 체험,L11,충청남도 서천군 비인면 갯벌체험로 428-13
L3400,서천 마량리 동백나무 숲,041-950-4256,자연생태관광지,L11,충청남도 서천군 서면 서인로235번길 103 서면
L3401,서천 마량포구마량포 해돋이마을,041-951-3310,항구/포구,L05,충남 서천군 서면 서인로 119-6
L3402,월하성어촌체험마을,041-952-7060,농.산.어촌 체험,L11,충청남도 서천군 서면 월하성길 96
L3403,춘장대해수욕장,041-951-9110,해수욕장,L05,충남 서천군 서면 춘장대길 20
L3404,한국최초 성경전래지,041-950-4256,종교성지,L11,충청남도 서천군 서면 마량리
L3405,홍원항,041-950-4256,항구/포구,L11,충청남도 서천군 서면 홍원길 130-3 서면
L3406,부사방조제,041-952-9525,자연생태관광지,L05,충남 서천군 서면 부사리 서면 도둔리~보령시 웅천읍 독산리
L3407,서천향교,041-953-3577,유적지,L11,충청남도 서천군 서천읍 서천향교길 53-5
L3408,유부도,041-952-9525,섬,L05,충남 서천군 장항읍 송림리 73
L3409,장항 스카이워크 기벌포 해전 전망대,041-956-5505,기념탑/전망대,L11,충청남도 서천군 장항읍 장항산단로34번길 74-45 장항읍
L3410,장항송림산림욕장 장항 솔숲,041-952-9525,자연생태관광지,L11,충청남도 서천군 장항읍 장항산단로34번길 104 장항읍
L3411,국립 희리산해송자연휴양림,041-953-2230,자연휴양림,L11,충청남도 서천군 종천면 희리산길 206 종천면
L3412,영수암서천,041-953-3327,사찰,L11,충청남도 서천군 종천면 충서로143번길 64 종천면
L3413,봉서사서천,041-951-0255,사찰,L11,충청남도 서천군 한산면 건지산길 113 한산면
L3414,서천 동자북마을,041-951-7743,농.산.어촌 체험,L11,충청남도 서천군 한산면 신성로 36-16 한산면
L3415,신성리 갈대밭,041-952-9525,자연생태관광지,L05,충남 서천군 한산면 신성리 금강변
L3416,이상재선생 생가지,041-950-4256,생가,L11,충청남도 서천군 한산면 종단길 71 한산면
L3417,한산향교,041-952-8350,유적지,L11,충청남도 서천군 한산면 한산향교길 76-31
L3418,서천 달고개모시마을,NULL,농.산.어촌 체험,L11,충청남도 서천군 화양면 화한로504번길 5
L3419,서울 헌릉과 인릉 [유네스코 세계문화유산],02-445-0347,유적지,A01,서울특별시 서초구 헌인릉길 34 내곡동
L3420,헌인릉 생태경관보전지역오리나무림,02-445-0347,자연생태관광지,A01,서울특별시 서초구 헌인릉길 34
L3421,반포한강공원,02-591-5943,공원,A01,서울특별시 서초구 신반포로11길 40 반포동
L3422,서래마을,02-2155-6226,이색거리,A01,서울 서초구 반포4동 일대
L3423,몽마르뜨공원,02-2155-6861,공원,A01,서울특별시 서초구 반포대로37길 59 반포동 부근
L3424,반포 서래섬,02-3780-0541,섬,A01,서울특별시 서초구 신반포로11길 40 반포동| 반포안내센터
L3425,반포대교 달빛무지개분수,02-3780-0578,분수,A01,서울 서초구 반포동
L3426,세빛섬,1566-3433,테마공원,A01,서울특별시 서초구 올림픽대로 683 반포동
L3427,효령대군이보묘역,02-2155-6232,유적지,A01,서울특별시 서초구 효령로 135 방배동
L3428,황금온천,02-581-4888,온천,A01,서울특별시 서초구 사임당로 143 서초동
L3429,대성사서울,02-583-1475,사찰,A01,서울특별시 서초구 남부순환로328길 49 서초동
L3430,삼성 딜라이트 삼성전자 홍보관,02-2255-2277,전자-반도체,A01,서울특별시 서초구 서초대로74길 11 서초동
L3431,양재 시민의숲,02-575-3895,공원,A01,서울 서초구 매헌로 99 양재동
L3432,양재천 생태공원,02-2155-6873,자연생태관광지,A01,서울 서초구 양재동 ~강남구 대치동
L3433,구룡산서울,NULL,산,A01,서울특별시 서초구 염곡동 | 강남구 개포동
L3434,관문사서울,02-3460-5300,사찰,A01,서울특별시 서초구 바우뫼로7길 111 우면동
L3435,청계산,NULL,산,A01,서울 서초구 원지동 | 성남시 수정구| 의왕시 청계동| 경기 과천시 막계동
L3436,스파레이,02-545-4002,이색찜질방,A01,서울특별시 서초구 강남대로107길 5 잠원동
L3437,한강시민공원 잠원지구잠원한강공원,NULL,공원,A01,서울특별시 서초구 잠원로 221-124 잠원동
L3438,대광사성남,031-715-3000,사찰,I04,경기도 성남시 분당구 구미로185번길 30 구미동
L3439,단대동 닭죽촌,031-729-2993,이색거리,I04,경기도 성남시 수정구 수정로 460-3 단대동
L3440,망경암,031-753-3090,사찰,I04,경기도 성남시 수정구 태평로55번길 72 복정동
L3441,이일천랜드,031-737-6000,이색찜질방,I04,경기도 성남시 중원구 사기막골로105번길 25 상대원동
L3442,신구대학교식물원,NULL,수목원,I04,경기도 성남시 수정구 적푸리로 9 상적동
L3443,편백숲힐링토피아,1522-0555,이색찜질방,I04,경기도 성남시 수정구 달래내로 375 상적동
L3444,서현동 먹거리촌,031-7292-9714,이색거리,I04,경기 성남시 분당구 서현동 52∼83번지 일원
L3445,효자촌 먹거리촌,NULL,이색거리,I04,경기 성남시 분당구 서현동 324∼341번지 일원
L3446,수내동가옥이택구가옥,031-7292-9714,고택,I04,경기도 성남시 분당구 수내동 84분당 중앙공원내 위치
L3447,중앙공원,NULL,공원,I04,경기도 성남시 분당구 성남대로 550 수내동|야외공연장 일원
L3448,맹산반딧불이자연학교,031-702-5610,농.산.어촌 체험,I04,경기도 성남시 분당구 장미로132번길 11-9 야탑동
L3449,여수동 갈매기살촌,NULL,이색거리,I04,경기도 성남시 중원구 여수대로 147 여수동
L3450,율동공원,NULL,공원,I04,경기도 성남시 분당구 문정로 145 율동| 분당동 일원
L3451,책테마파크,031-708-3588,테마공원,I04,경기도 성남시 분당구 문정로 145 율동
L3452,약사사경기,031-734-3205,사찰,I04,경기 성남시 중원구 은행2동 산7번지
L3453,은행식물원 은행자연관찰원,031-729-4319,수목원,I04,경기도 성남시 중원구 은행로 72 은행동
L3454,능골공원,031-729-4383,공원,I04,경기 성남시 분당구 정자동 103번지 일원
L3455,분당 정자동 카페거리,NULL,이색거리,I04,경기도 성남시 분당구 정자동
L3456,봉국사성남,NULL,사찰,I04,경기 성남시 수정구 태평2동 216-2
L3457,대원공원,031-729-4906,공원,I04,경기 성남시 중원구 하대원동 182 일대
L3458,둔촌이집묘역,031-729-3012,유적지,I04,경기도 성남시 중원구 둔촌대로 320 하대원동
L3459,살곶이체육공원,02-2286-5204,공원,A01,서울특별시 성동구 사근동길 16-18 사근동
L3460,서울숲,02-460-2901,공원,A01,서울특별시 성동구 뚝섬로 273 성수동1가| 서울숲 관리사무소
L3461,미타사성동,02-2298-3377,사찰,A01,서울특별시 성동구 독서당로40길 21 옥수동
L3462,5678서울도시철도,1577-5678,이색체험,A01,서울특별시 성동구 천호대로 346 용답동
L3463,호국무공수훈자공적비,02-2125-0848,기념탑/전망대,A01,서울특별시 성동구 용답동 237 군자교 녹지대 공원 내
L3464,응봉산서울,02-2286-5655,산,A01,서울 성동구 응봉동 271번지
L3465,서울 살곶이 다리,02-2286-5204,다리/대교,A01,서울 성동구 행당1동 58
L3466,흥천사,02-929-6611,사찰,A01,서울특별시 성북구 흥천사길 29 돈암동
L3467,적조사서울,02-924-5362,사찰,A01,서울특별시 성북구 흥천사길 49-23 돈암동
L3468,미타사성북,02-923-1738,사찰,A01,서울특별시 성북구 보문사길 6-16 보문동3가
L3469,보문사서울,02-928-3797,사찰,A01,서울 성북구 보문사길 20 보문동3가
L3470,서울 의릉 [유네스코 세계문화유산],02-964-0579,유적지,A01,서울특별시 성북구 화랑로32길 146-20 석관동
L3471,길상사서울,NULL,사찰,A01,서울특별시 성북구 선잠로5길 68 성북동
L3472,만해한용운심우장,02-2241-2652,고택,A01,서울특별시 성북구 성북로29길 24 성북동
L3473,북악산 숙정문,02-747-2152,문,A01,서울특별시 성북구 대사관로 3 성북동 삼청각 부근
L3474,상허이태준가옥수연산방,NULL,생가,A01,서울특별시 성북구 성북로26길 8 성북동
L3475,성락원서울,02-2241-2632,생가,A01,서울특별시 성북구 선잠로2길 29-8 성북동
L3476,정법사서울,02-762-0774,사찰,A01,서울특별시 성북구 대사관로13길 44 성북동
L3477,최순우 옛집,2367534012,고택,A01,서울특별시 성북구 성북로15길 9 성북동
L3478,개운사서울,02-926-4069,사찰,A01,서울 성북구 안암동5가 157
L3479,서울 고려대학교 본관,02-2241-2653,유적지,A01,서울특별시 성북구 안암로 145 안암동5가
L3480,서울 고려대학교 중앙도서관,2224126523,유적지,A01,서울특별시 성북구 안암로 145 안암동5가
L3481,봉국사서울,02-9190-2112,사찰,A01,서울특별시 성북구 정릉로 202 정릉동
L3482,서울 정릉 [유네스코 세계문화유산],02-914-5133,유적지,A01,서울 성북구 아리랑로 19길 116
L3483,경국사서울,02-914-5447,사찰,A01,서울특별시 성북구 보국문로 113-10 정릉동
L3484,내원사서울,02-941-2011,사찰,A01,서울특별시 성북구 보국문로 262-151 정릉동
L3485,가야산칠불봉 야생화마을,NULL,농.산.어촌 체험,O18,경상북도 성주군 가천면 신계1길 4-12 가천면
L3486,독용산성,054-9306-7925,성,O18,경북 성주군 가천면 금봉리 산 42-1번지 일원
L3487,포천계곡,054-930-8373,계곡,O18,경북 성주군 가천면 화죽리
L3488,무흘구곡마을 [농촌체험],NULL,농.산.어촌 체험,O18,경북 성주군 금수면 영천리
L3489,성주댐성주호,054-930-6773,호수,O18,경상북도 성주군 금수면 봉두리
L3490,청천서원,054-930-6795,유적지,O18,경상북도 성주군 대가면 칠봉2길 36-16
L3491,운양서원,054-930-8373,유적지,O18,경상북도 성주군 벽진면 운정리 517
L3492,성주 경산리 성밖숲,NULL,자연휴양림,O18,경북 성주군 성주읍 성밖숲길 경산리
L3493,성주 성산동 고분군,054-930-6792,유적지,O18,경북 성주군 성주읍 성산리 산 61번지 일원
L3494,성주향교,054-930-6792,유적지,O18,경상북도 성주군 성주읍 예산2길 36-12 성주읍
L3495,임정사경북,054-933-2475,사찰,O18,경상북도 성주군 성주읍 성주읍5길 24-35 성주읍
L3496,가야산 야생화식물원,054-931-1264,수목원,O18,경상북도 성주군 수륜면 가야산식물원길 49
L3497,가야산국립공원백운동 지구,NULL,국립공원,O18,경북 성주군 수륜면 백운리 일원
L3498,대가천계곡무흘구곡,054-930-6771,계곡,O18,경북 성주군 수륜면 신정리| 수성리 / 금수면 무학리| 영천리
L3499,덕천서원,054-930-6792,유적지,O18,경상북도 성주군 수륜면 수륜리 840
L3500,성주 가야산녹색체험마을,054-931-9249,농.산.어촌 체험,O18,경상북도 성주군 수륜면 백운1길 40
L3501,심원사성주,054-931-6886,사찰,O18,경상북도 성주군 수륜면 가야산식물원길 17-56 수륜면
L3502,자비선사,054-931-8874,사찰,O18,경상북도 성주군 수륜면 계정길 208 수륜면
L3503,회연서원,054-930-6792,유적지,O18,경상북도 성주군 수륜면 동강한강로 9
L3504,감응사경북,054-932-9447,사찰,O18,경상북도 성주군 월항면 대산리 58 월항면
L3505,덕암서원,NULL,유적지,O18,경북 성주군 월항면 유월3길 29-72
L3506,선석사경북,054-933-9800,사찰,O18,경상북도 성주군 월항면 세종대왕자태실로 616-33 월항면
L3507,성주 세종대왕자 태실,054-930-6792,유적지,O18,경북 성주군 월항면 인촌리 산8번지
L3508,성주 한개마을,054-930-6792,민속마을,O18,경북 성주군 월항면 대산리 67 일원
L3509,암포서원,NULL,유적지,O18,경상북도 성주군 월항면 안포길 89 월항면
L3510,문곡서원,NULL,유적지,O18,경상북도 성주군 초전면 월곡2길 13 초전면
L3511,금강대도,NULL,유적지,H01,세종특별자치시 금남면 금병로 31-9 금남면
L3512,금강자연휴양림금강수목원|산림박물관,041-635-7400,자연휴양림,H01,세종특별자치시 금남면 산림박물관길 110
L3513,금남 백로 서식지,044-300-3444,자연생태관광지,H01,세종특별자치시 금남면 감성리 산4번지
L3514,밀마루전망대,044-862-8845,기념탑/전망대,H01,세종특별자치시 도움3로 58
L3515,세종호수공원,NULL,공원,H01,세종특별자치시 어진동 | 연기면 세종리
L3516,세종리 은행나무 구| 양화리 은행나무,044-300-3425,희귀동.식물,H01,세종특별자치시 연기면 세종리 88-5
L3517,연기향교,NULL,유적지,H01,세종특별자치시 연기면 교촌3길 13 연기면
L3518,우주측지관측센터,044-860-4000,자연생태관광지,H01,세종특별자치시 연기면 월산공단로 276-71
L3519,합호서원,044-2114-0223,유적지,H01,세종특별자치시 연동면 원합강1길 262-6 합강리
L3520,황룡사세종,044-864-7000,사찰,H01,세종특별자치시 연동면 황우재길 22-17 연동면
L3521,고복자연공원,044-300-3444,공원,H01,세종특별자치시 연서면 고복리 | 용암리
L3522,연기대첩비공원,044-300-3444,공원,H01,세종특별자치시 연서면 용암리 208-5
L3523,연화사세종,044-862-8620,사찰,H01,세종특별자치시 연서면 연화사길 28-1 연서면
L3524,학림사세종,044-867-2635,사찰,H01,세종특별자치시 연서면 와룡로 353 연서면
L3525,김종서장군묘,044-857-1898,유적지,H01,세종특별자치시 장군면 대교리 산 45외 7필지
L3526,영평사,044-857-1854,사찰,H01,세종특별자치시 장군면 영평사길 124 장군면
L3527,금이성,044-300-3444,성,H01,세종특별자치시 전동면 송성리 산86번지 전동면
L3528,뒤웅박고을,NULL,민속마을,H01,세종특별자치시 전동면 배일길 90-43 전동면
L3529,베어트리파크,044-866-7766,수목원,H01,세종특별자치시 전동면 신송로 217
L3530,운주산성,044-3003-4234,성,H01,세종특별자치시 전동면 청송리 산90번지 전동면
L3531,금사가마골,044-863-0018,농.산.어촌 체험,H01,세종특별자치시 전의면 금사길 12
L3532,비암사 도깨비도로,044-300-3444,이색거리,H01,세종특별자치시 세종특별자치시 전의면
L3533,비암사세종,044-863-0230,사찰,H01,세종특별자치시 전의면 비암사길 137 전의면
L3534,전의향교,044-2114-0223,유적지,H01,세종특별자치시 전의면 북촌1길 5-18
L3535,청안사세종,044-867-3407,사찰,H01,세종특별자치시 전의면 가느실길 128-23 전의면
L3536,신광사세종,044-865-5601,사찰,H01,세종특별자치시 조치원읍 토골고개길 24 조치원읍
L3538,속초스파랜드,033-638-9926,이색찜질방,J06,강원도 속초시 미시령로3359번길 20 교동
L3539,청초호,033-635-2003,호수,J06,강원도 속초시 엑스포로 140 교동 일대
L3540,영랑호,NULL,호수,J06,강원 속초시 영랑호반길 140
L3541,설악 파인리조트 가든스파,033-635-5800,스파,J06,강원도 속초시 관광로408번길 14 노학동
L3542,속초 얼라이브 하트Alive Heart,033-633-2004,이색체험,J06,강원도 속초시 원암학사평길 88 노학동
L3543,척산온천지구,NULL,온천,J06,강원도 속초시 노학동
L3544,학사평 콩꽃마을 순두부촌,033-633-3171,이색거리,J06,강원 속초시 관광로 노학동
L3545,대포마을 [해양수산부 선정 아름다운 어촌],033-639-2690,어촌,J06,강원 속초시 대포항 1길 6-13
L3546,대포항,033-639-2690,항구/포구,J06,강원도 속초시 대포항1길 6-13 대포동
L3547,속초 메나리한옥마을,NULL,전통체험,J06,강원도 속초시 상도문2길 34 도문동
L3548,속초 설악해맞이공원,033-639-2501,공원,J06,강원도 속초시 동해대로 3664 대포동
L3549,외옹치마을 [해양수산부 선정 아름다운 어촌],033-639-2544,어촌,J06,강원 속초시 해오름로 77-16
L3550,외옹치항,033-639-2689,항구/포구,J06,강원도 속초시 대포항길 180-12 대포동 일대
L3551,외옹치해변,033-639-2027,해수욕장,J06,강원도 속초시 해오름로 83 대포동
L3552,속초 하도문쌈채 마을,033-638-3121,농.산.어촌 체험,J06,강원도 속초시 설악산로 110 도문동
L3553,동명마을 [해양수산부 선정 아름다운 어촌],033-639-2690,어촌,J06,강원 속초시 동명동
L3554,동명항,NULL,항구/포구,J06,강원도 속초시 영랑해안길 동명동
L3555,보광사속초,033-632-9800,사찰,J06,강원도 속초시 영랑호반길 69-2 동명동
L3556,속초항 공공기관이 추천하는 여름철 선박 해양 시설,033-635-2003,항구/포구,J06,강원도 속초시 동명동
L3557,영금정,033-639-2365,해안절경,J06,강원도 속초시 동명항길 35 동명동
L3558,계조암속초,033-636-7188,사찰,J06,강원도 속초시 설악동 설악산국립공원 내
L3559,금강굴,033-636-7700,동굴,J06,강원도 속초시 설악산로 1091 설악산국립
L3560,비룡폭포,033-636-7700,폭포,J06,강원도 속초시 설악산로 설악동
L3561,비선대,033-636-7700,기암괴석,J06,강원도 속초시 설악산로 1091 설악동
L3562,설악 대청봉,033-636-7700,산,J06,강원도 속초시 설악산로 | 인제군| 양양군
L3563,설악 케이블카,033-636-4300,산,J06,강원도 속초시 설악산로 1085 설악동
L3564,설악 흔들바위,033-636-7700,기암괴석,J06,강원도 속초시 설악산로 1091 설악동
L3565,설악산 권금성,NULL,성,J06,강원도 속초시 설악산로 1091 설악동
L3566,설악산 마등령,033-636-7700,국립공원,J06,강원도 속초시 설악산로 1091 설악동
L3567,설악산 울산바위,033-636-7700,기암괴석,J06,강원도 속초시 설악산로 1091 설악동
L3568,설악산국립공원외설악,033-636-7700,국립공원,J06,강원도 속초시 설악산로 설악산국립공원 외설악매표소
L3569,신흥사설악산,NULL,사찰,J06,강원도 속초시 설악산로 1137 설악동
L3570,양폭포/음폭포,033-636-7700,폭포,J06,강원도 속초시 설악동
L3571,육담폭포,033-636-7700,폭포,J06,강원도 속초시 설악산로 1091 설악동
L3572,천당폭포,033-636-7700,폭포,J06,강원도 속초시 설악동
L3573,천불동계곡,033-636-7700,계곡,J06,강원 속초시 설악동 설악산국립공원 내
L3574,토왕성폭포,033-636-7700,폭포,J06,강원도 속초시 설악동 설악동
