주관기관,전화번호,홈페이지주소
포천시,031-538-2068,http://www.sjlake.co.kr/
포항CBS,054-277-5500,http://www.phcbs.co.kr/
포항MBC,054-289-0123,http://www.phmbc.co.kr/
포항대학연합,054-270-2246,NULL
포항문화재단,054-289-7850,http://www.phcf.or.kr/
포항문화재단,054-289-7850,http://www.phcf.or.kr/kr/
포항시,054-270-2243,NULL
표선리청년회,064-760-4414,www.i70ni.com
품바축제기획실무위원회,043-873-2241,http://www.pumba21.com/
품바축제기획실무위원회,043-873-2241,http://pumba21.com
하남동 한울타리 어울림축제 추진위원회,NULL,NULL
하남문화재단,031-790-6063,NULL
한국문화예술회관연합회,NULL,http://www.jhaf.or.kr/Home/Main.aspx
한국예총 김천지회,054-433-5558,www.artgc.or.kr
한국예총 김포지회,031-980-2318,NULL
한국예총광명지회,02-2680-6871,NULL
한국패션산업연구원,053-626-5523,http://www.difacul.com
한국푸드앤와인페스티벌,NULL,NULL
한산면주민자치위원회,055-650-3600,NULL
한산모시문화제추진위원회,041-950-4016,www.hansanmosi.kr/
한성백제문화제추진위원회,02-2147-2800,www.baekjefest.com
한진 바지락 축제위원회,041-356-6098,http://tour.dangjin.go.kr
할미성대동굿보존회,031-324-9600,http://www.ycc50.org/
함백산야생화축제추진위원회,033-592-2810,NULL
함안군아라제위원회,055-585-9400,ara.or.kr
함안낙화놀이보존회,055-580-2325,haman.go.kr
함평군축제추진위원회,061-320-1783,www.hampyeong.go.kr
합천군,055-930-4666,www.합천여름바캉스축제.kr
합천군 체육회,055-930-3182,www.hcmrt.or.kr
해맞이축제추진위원회,061-531-3161,www.haenam.go.kr
해미벚꽃축제추진위원원,041-660-3844,http://www.seosan.go.kr/tour
해양수산부,032-749-7302,NULL
해운대지구발전협의회,051-746-0276,http://hudbj.kr/g5/
행사추진위원회,043-201-3662,http://jikjikorea.com/
행정안전부,063-560-2952,www.gochang.go.kr/culture/board/view.gochang?boardId=BBS_0000220&meCd=DOM_000000603001010000&startPage=1&dataSid=397852
향토발전진달래,041-356-3848,http://www.jindalae.co.kr
형형색색 달구벌관등놀이 축제봉행위원회,053-623-6388,http://www.gwandeung.or.kr
홍성역사인물축제추진위원회,041-630-1227,herofestival.co.kr
홍성역사인물축제추진위원회,041-630-1227,http://www.hsfestival.co.kr/html/main.html
홍원항마을축제추진위원회,041-950-4256,http://tour.seocheon.go.kr
화성시,031-5189-2149,NULL
화성시,031-5189-3832,NULL
화성시 체육회,031-5189-6193,NULL
화성시 체육회,031-5189-6193,NULL
화성시문화재단,031-5189-6136,NULL
화성시문화재단,031-5189-3835,NULL
화성포도축제추진위원회,031-5189-3888,NULL
화순고인돌축제추진위원회,061-379-5070,NULL
화순군,061-379-3575,http://hwasun.go.kr/festival/
화순운주문화축제추진위원회,061-379-5082,NULL
화순읍 청년연합회,061-379-5011,NULL
황매산철쭉제전위원회,055-930-4753,http://www.hc.go.kr/hmfestival/main/
황태축제위원회,033-462-4808,http://www.yongdaeri.com/5festival/
횡성더덕축제위원회,033-340-2706,NULL
횡성문화재단,033-340-5712,http://www.hscf.or.kr
효돈동연합청년회,064-760-4623,www.i70ni.com
훌라,053-661-2173,NULL
흑석산철쭉제추진위원회,061-531-3362,www.haenam.go.kr
흥부골아영애발전협의회,063-620-4084,http://www.namwon.go.kr/tour/index.do
흥부제전위원회,063-620-5772,http://www.namwon.go.kr/tour/index.do
